Reaction #,Substrate #,Substrate SMILES,Hydrogen,Carbon,Source,Yield,HAT,ML BDE,NBO Charge,Mulliken Charge,Lowdin Charge,Hirshfeld Charge,Minimum SOMO,Maximum SOMO,Lowest energy SOMO,Average SOMO,Radical Hirshfeld Charge,Minimum electrophilicity,Maximum electrophilicity,Lowest energy electrophilicity,Average electrophilicity,% Vbur H,% Vbur radical,Shellbur H,Shellbur radical,All SOMOS,SOMO energies,All electrophilicities,Olefin #,Olefin carbon,Olefin SMILES,Olefin LUMO,Olefin HOMO,SOMO/LUMO difference,SOMO/HOMO difference,% Vbur olefin,Amide,Carbamate,Aldehyde,Phenyl ring,Ether,Halogen,Pyridine,Alkyl chain,Alkyl ring,Ester,Ketone,nitrile
45,29,O=C1CC(CCC(C)C)CC(C)(C)C1,H31-H36,C13,1,0,FALSE,100.52346,0.20973,0.138942,0.163253,0.024517,-5.9181,-5.8469,-5.8554,-5.856441448,-0.045384,1.159616773,1.171513087,1.159616773,1.162360593,40.05686223,66.77247122,30.18635423,33.30540803,"[-5.8561, -5.8554, -5.8568, -5.8562, -5.8634, -5.9181, -5.8469, -5.8499, -5.8533, -5.8544]","[-584.016058614395, -584.016277110749, -584.0161186875121, -584.0161151986069, -584.015547695351, -584.013284132483, -584.014766929689, -584.014805383962, -584.015063801823, -584.0147807382859]","[1.1626680508694505, 1.1596167727007596, 1.1616414835641407, 1.161225810504987, 1.1715130874082376, 1.1676237963139815, 1.1597717368823568, 1.1599514452928876, 1.1640114290615193, 1.1632822973064643]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.893241448,1.768658552,71.91406126,0,0,0,0,0,0,0,1,1,0,1,0
45,29,O=C1CC(CCC(C)C)CC(C)(C)C1,"H37, H38",C14,1,0,FALSE,90.8347,0.22255,0.113217,0.195685,0.032706,-6.3852,-6.3635,-6.3691,-6.372089785,0.033556,1.775668336,1.792434297,1.779022974,1.782434165,41.60954148,76.88820642,29.38951366,54.85648903,"[-6.3722, -6.3691, -6.3739, -6.3685, -6.3852, -6.3805, -6.3679, -6.3635, -6.3654, -6.3644]","[-584.0322167441981, -584.0322258357589, -584.032036694648, -584.032108151962, -584.031558765068, -584.031384621889, -584.030897243276, -584.030748513946, -584.0305836862749, -584.030585142973]","[1.7836797802557145, 1.7790229736044607, 1.7850936824688686, 1.7787754207549993, 1.7924342972087786, 1.786983050824237, 1.7813676861876189, 1.7756683355223153, 1.7775520686249533, 1.7765489567561394]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.408889785,1.253010215,71.91406126,0,0,0,0,0,0,0,1,1,0,1,0
46,30,C1COCCO1,H7-H14,"C1, C2, C4, C5",9,59,TRUE,95.65935449,0.16653,0.090702,0.170083,0.023377,-4.9603,-4.7224,-4.9603,-4.931987427,0.027769,0.7185879907,0.8222744932,0.8222744932,0.8098707517,31.92508399,69.51550055,14.91569211,39.17693316,"[-4.9603, -4.7228, -4.7224, -4.7279]","[-306.889998794184, -306.887093996616, -306.887084258659, -306.887061868505]","[0.8222744932468117, 0.7185879906667066, 0.7186199352718261, 0.7195020818106912]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,2.968787427,2.693112573,71.91406126,0,0,0,0,1,0,0,0,1,0,0,0
47,31,O=C1CCCC1,H9-H12,"C4, C5",4,61,TRUE,97.04194,0.21162,0.112012,0.158203,0.028065,-5.5234,-5.5223,-5.5223,-5.522839907,-0.042248,0.9801353848,0.9805655819,0.9801353848,0.9803465363,28.02139487,70.11646088,13.1379546,40.7106158,"[-5.5234, -5.5223]","[-269.792098847981, -269.79213350368]","[0.980565581871752, 0.9801353847839792]",4,C1,C=CC#N,-1.9782,-8.1074,3.544639907,2.584560093,59.79266387,0,0,0,0,0,0,0,0,1,0,1,0
47,31,O=C1CCCC1,"H7, H8, H13, H14","C3, C6",4,0,FALSE,90.00152,0.23676,0.133381,0.177333,0.040125,-6.5271,-6.5267,-6.5267,-6.52689934,-0.036127,1.77090943,1.77129499,1.77090943,1.771101574,29.37438113,70.63714342,15.89792148,41.58173999,"[-6.5271, -6.5267]","[-269.80198137622597, -269.80198761025997]","[1.7712949898676709, 1.7709094302745945]",4,C1,C=CC#N,-1.9782,-8.1074,4.54869934,1.58050066,59.79266387,0,0,0,0,0,0,0,0,1,0,1,0
48,31,O=C1CCCC1,H9-H12,"C4, C5",4,41,TRUE,97.04194,0.21162,0.112012,0.158203,0.028065,-5.5234,-5.5223,-5.5223,-5.522839907,-0.042248,0.9801353848,0.9805655819,0.9801353848,0.9803465363,28.02139487,70.11646088,13.1379546,40.7106158,"[-5.5234, -5.5223]","[-269.792098847981, -269.79213350368]","[0.980565581871752, 0.9801353847839792]",5,C1,C=CC(C)=O,-1.9354,-7.0384,3.587439907,1.515560093,60.77911164,0,0,0,0,0,0,0,0,1,0,1,0
48,31,O=C1CCCC1,"H7, H8, H13, H14","C3, C6",4,0,FALSE,90.00152,0.23676,0.133381,0.177333,0.040125,-6.5271,-6.5267,-6.5267,-6.52689934,-0.036127,1.77090943,1.77129499,1.77090943,1.771101574,29.37438113,70.63714342,15.89792148,41.58173999,"[-6.5271, -6.5267]","[-269.80198137622597, -269.80198761025997]","[1.7712949898676709, 1.7709094302745945]",5,C1,C=CC(C)=O,-1.9354,-7.0384,4.59149934,0.5115006603,60.77911164,0,0,0,0,0,0,0,0,1,0,1,0
49,31,O=C1CCCC1,H9-H12,"C4, C5",4,46,TRUE,97.04194,0.21162,0.112012,0.158203,0.028065,-5.5234,-5.5223,-5.5223,-5.522839907,-0.042248,0.9801353848,0.9805655819,0.9801353848,0.9803465363,28.02139487,70.11646088,13.1379546,40.7106158,"[-5.5234, -5.5223]","[-269.792098847981, -269.79213350368]","[0.980565581871752, 0.9801353847839792]",6,C1,C=CC(OCC)=O,-1.6299,-7.7176,3.892939907,2.194760093,60.65039622,0,0,0,0,0,0,0,0,1,0,1,0
49,31,O=C1CCCC1,"H7, H8, H13, H14","C3, C6",4,0,FALSE,90.00152,0.23676,0.133381,0.177333,0.040125,-6.5271,-6.5267,-6.5267,-6.52689934,-0.036127,1.77090943,1.77129499,1.77090943,1.771101574,29.37438113,70.63714342,15.89792148,41.58173999,"[-6.5271, -6.5267]","[-269.80198137622597, -269.80198761025997]","[1.7712949898676709, 1.7709094302745945]",6,C1,C=CC(OCC)=O,-1.6299,-7.7176,4.89699934,1.19070066,60.65039622,0,0,0,0,0,0,0,0,1,0,1,0
50,31,O=C1CCCC1,H9-H12,"C4, C5",4,51,TRUE,97.04194,0.21162,0.112012,0.158203,0.028065,-5.5234,-5.5223,-5.5223,-5.522839907,-0.042248,0.9801353848,0.9805655819,0.9801353848,0.9803465363,28.02139487,70.11646088,13.1379546,40.7106158,"[-5.5234, -5.5223]","[-269.792098847981, -269.79213350368]","[0.980565581871752, 0.9801353847839792]",13,C1,C=CC(OC(C)(C)C)=O,-1.858,-7.5221,3.664839907,1.999260093,63.41817129,0,0,0,0,0,0,0,0,1,0,1,0
50,31,O=C1CCCC1,"H7, H8, H13, H14","C3, C6",4,0,FALSE,90.00152,0.23676,0.133381,0.177333,0.040125,-6.5271,-6.5267,-6.5267,-6.52689934,-0.036127,1.77090943,1.77129499,1.77090943,1.771101574,29.37438113,70.63714342,15.89792148,41.58173999,"[-6.5271, -6.5267]","[-269.80198137622597, -269.80198761025997]","[1.7712949898676709, 1.7709094302745945]",13,C1,C=CC(OC(C)(C)C)=O,-1.858,-7.5221,4.66889934,0.9952006603,63.41817129,0,0,0,0,0,0,0,0,1,0,1,0
